,Text,Emotion
2674,@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,fear
4974,"@shawnstockman This would be hilarious, if it weren't so frighteningly on point. It's gone from a few bad apples to a national disgrace.",joy
6629,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
4823,"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !",joy
10265,"Is @Tonysuniverse on Fourth of July holiday in his mind?\nOr is the heatwave getting to him, ha?\nGOTTA use your mic! 😀\nThanks for the giggle!",joy
7095,"when everyone you know has died because of a treaty you had no involvement in drawing up, you get an enormous amount of fury",anger
13,One more day tiff.. One more day!,anger
10031,"Lyft app is giving you $50 to use free, enter code DUSK #Who doesn't love a great deal!?  #SAVE",joy
9006,@Hydra_Lord #dread wouldn't be nearly as tense and terrifying without your superb narration and storytelling. An absolute thrill to watch.,fear
5615,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,sadness
10337,"I don't like taking or being in photos, but I'm always unhappy when I find out I don't have any photos of an event. #funny",joy
6302,@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like 😂 mine comes out patchy. It's the only dark color by her I have tho.,sadness
10617,finally!! 😭,sadness
7951,all this anger is making me tored and there's literally no reason to stay up for this shitshow,anger
6950,Why have #Emmerdale had to rob #robron of having their first child together for that vile woman/cheating sl smh #bitter,anger
2267,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",fear
1622,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,anger
145,We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,anger
10170,It's a good morning today and I'm feeling lively 😊 #goodmorning #happy #lively,joy
5551,@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,joy
4206,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
2033,whats with these boxes when i search google on chrome #horrible #distracting,fear
7875,I keep it real.. sorry if you get offended 🤷🏽‍♂️,anger
3292,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",fear
6922,Sorry if I annoy any of you. I'm just real passionate about Ruby and always want to give her the love she deserves 😭,anger
3574,"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear
5831,@macmacm43 jeezus God #dark,sadness
3159,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",fear
4725,@MacDsmash you should get some @SSB_Swedish delight,joy
973,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered,anger
3920,"Never let your #fear decide your #future 󾍘🏽\nHave an amazing Thursday, \nLove Miss D X",fear
1127,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,anger
502,@Dak2future decorations are up all over Jersey already ,anger
7995,Signs of Incipient Faggotry are the arsehole quivering and puckering.,anger
4914,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye #breezy",joy
6334,The #sober equivalent of being in a #bar women's restroom is the #salon. Everyone compliments each other &amp; become friends. I love it,sadness
4343,Tiller and breezy should do a collab album. Rapping and singing prolly be fire,joy
2627,"@GeordieTommy_ @Xbox High school or not, it's still shocking. Just because you love Xbox. Good luck tomorrow! 💪",fear
10246,McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor,joy
6164,its so unfortunate that after all these years im still struggling with depression smh,sadness
4322,Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically,joy
1848,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear
2165,"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",fear
2579,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully,fear
1951,@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear
10763,Unfortunately listening to @TodayFM's @cooper_m (as good as his show is) actually makes me want to emigrate  #worstgovernmentever,sadness
1920,I can be so shy but once I come out of my shell that's it 😂,fear
1378,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,anger
4110,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. ,joy
1339,@pianimadi regarde tes snap,anger
927,Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt #revenge,anger
1014,"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",anger
11070,Depression sucks #getHelp  ,sadness
2514,@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..,fear
8968,Beyond disappointed with @HeidiSomers clothing line and service. Lulu never asks questions about returns. Not getting money back. #horrible,fear
3708,"God, I've been so physically weak the whole day. So much shaking :(",fear
8552,@washingtonpost WP your the mouthpiece for the biggest supporters of cartels and arms dealers in a fast and furious way,anger
6381,"LOL! @TheFrankJLopes was just awarded the “F” bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious",sadness
2849,"I'm sorry but since when is an #indiegames #DLC worth nearly £130 that's just plain lunacy when the game itself is £20odd, #astounded 😱",fear
10297,How pleasing is it to see the #Djokovic roar? He isn't at his stratospheric level but there are signs that he is going to reach there again.,joy
10979,@Mikepatersonn If you are I'm miserable too 😂,sadness
10148,Happy birthday to one of the many founders of this fabulous company #blessed #TuesdayMotivation #begreat,joy
9628,@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,joy
1770,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear
3707,In dire need of a worship session to just let go of everything,fear
1321,#Azerbaijan #Baku Azerbaijan to prevent another Armenian provocation in Russia,anger
6298,@hannah_2401 hannah stop being mournful and chill 💁,sadness
345,That is at least the 3rd time the balls been burst in our games,anger
6845,#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,sadness
1656,Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans,anger
2727,I'm in awe,fear
140,Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,anger
5682,I'd rather die alone then end up with somebody who can't be sober,sadness
9499,It's a #blessing to love it's a blessing to have someone to love,joy
1509,I'm not sure if burning and looting really can positively impact a community,anger
2878,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,fear
10538,"“We just have to hold on a bit longer, then we can sink this monster into the ocean.” #foodparty",sadness
6592,Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness
10726,"Funny how the universe answers your prayers: i said i needed time to grieve, bam! universe gave me flu.",sadness
8822,"I can't stop shaking my head. People are bullied everywhere, everyday, and it doesn't matter which race, gender or whatever they have.",fear
1471,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,anger
7168,#LoiuseLinton has become the female #MartinShkreli. Most hated woman in America. That takes some skill. #entitlement  #notcute,anger
8657,"One hour great, next hour, bullshit! Welcome to Goodyear! #😠",anger
9177,"They'll pollute workplaces, threaten the existence of others and destroy relations its all they know how to do without CONSEQURNCES",fear
448,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",anger
9430,"@VodafoneIN Network bandwidth died after 9gb offer reedemed, damaging loyal customer relations  #improve",fear
9997,Gooood morning it is such a #blessing to see another day all that Read this I hope have a great morning,joy
1640,"When anger rises, think of the consequences. #quote #wisdom ",anger
8368,"@TheVintageYear growl like a dog, see if she lifts herself off and gives you space?",anger
5846,@Fra93_bruno wow I'm just really sadden by that. Terrible,sadness
6231,eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness
1892,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,fear
9911,"You are responsible for your own happiness. If you expect others to make you happy, you will always be disappointed.",joy
4101,Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy
5074,@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,joy
8248,@scott_mills after you said an apple pie isn't naughty I really want Chris or  @gregjames to say 'but a cream pie is' #naughymind #rage,anger
5650,All work and no play makes Jack a dull boy,sadness
11061,@BeckAdlington Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..,sadness
8343,Boom pagod 😡,anger
10730,@StefanMolyneux I haven't read the Constitution and I don't know you're Canadian. #sad,sadness
1004,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,anger
1716,I'm shaking now.,fear
5319,what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,joy
3929,in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,fear
10957,hey @nestle what happened to the strawberry and black current ones 🙁,sadness
10374,@yollzbby That brown waist coat was a NO 😂,joy
